actual,predicted,error,abs_error
-0.0007706740834,-0.09704045128379495,0.09626977720039495,0.09626977720039495
0.1707344865,0.08767935200229701,0.08305513449770299,0.08305513449770299
0.1774784438,0.09880038383314266,0.07867805996685734,0.07867805996685734
0.1774784438,0.09880038383314266,0.07867805996685734,0.07867805996685734
0.1920096392,0.12748360783289336,0.06452603136710663,0.06452603136710663
0.1920096392,0.12748360783289336,0.06452603136710663,0.06452603136710663
0.029464515,-0.03467649431797599,0.06414100931797599,0.06414100931797599
-0.04861308527,0.015091087743252098,-0.0637041730132521,0.0637041730132521
-0.01257135736,-0.07554776480102254,0.06297640744102254,0.06297640744102254
0.002210089693,-0.0598683391112464,0.062078428804246404,0.062078428804246404
0.0861207671,0.14736839152915715,-0.061247624429157155,0.061247624429157155
-0.05397977525,0.0070887642857251736,-0.06106853953572518,0.06106853953572518
-0.05397977525,0.0070887642857251736,-0.06106853953572518,0.06106853953572518
-0.03557763162,0.023136067448224232,-0.05871369906822423,0.05871369906822423
0.009315549543,0.06772387163523431,-0.058408322092234316,0.058408322092234316
0.1685457723,0.1103163721301823,0.0582294001698177,0.0582294001698177
-0.02164782164,-0.0797052021159157,0.0580573804759157,0.0580573804759157
-0.0394983752,-0.09752206029287144,0.058023685092871445,0.058023685092871445
0.1690585273,0.11135543941328738,0.057703087886712634,0.057703087886712634
0.1690585273,0.11135543941328738,0.057703087886712634,0.057703087886712634
